Subject,Date,Start Time,End Time,Size,Read,Transferred,Duration
ELSE,2024-04-04,下午 11:00:11,下午 11:29:10,319.5 GB,2.5 GB,803.3 MB,0:28:59
IOC_RMA_PDR,2024-04-04,下午 11:55:02,下午 11:57:01,48 GB,122 MB,30.2 MB,0:01:58
NAS,2024-04-05,下午 11:57:00,上午 12:00:22,48 GB,122 MB,30.2 MB,0:03:21
Sales_Portal,2024-04-05,上午 12:00:08,上午 12:06:09,64 GB,460 MB,83.5 MB,0:06:01
MAWF,2024-04-05,下午 11:05:06,上午 01:04:24 (+1),400 GB,261.9 GB,124.3 MB,1:59:18
MediaWiki,2024-04-05,下午 11:25:08,上午 01:05:00 (+1),51.5 GB,26 MB,4.6 MB,1:39:52
MAWF,2024-04-05,上午 01:04:36,上午 01:05:54,400 GB,283 MB,116 MB,0:01:18
NAS,2024-04-05,上午 01:04:59,上午 01:06:18,51.5 GB,26 MB,4.6 MB,0:01:18
Jira,2024-04-05,下午 11:35:09,上午 01:08:59 (+1),300 GB,7 GB,1.6 GB,1:33:49
NAS,2024-04-05,上午 01:08:51,上午 01:10:12,300 GB,7 GB,1.6 GB,0:01:20
Mantis,2024-04-05,下午 11:45:10,上午 01:10:20 (+1),68 GB,231 MB,80.3 MB,1:25:09
NAS,2024-04-05,上午 01:10:01,上午 01:11:21,68 GB,197 MB,80.3 MB,0:01:20
IOC_RMA_PDR,2024-04-05,上午 12:55:00,上午 01:14:11,48 GB,143 MB,36.3 MB,0:19:10
SECOM,2024-04-05,上午 12:15:01,上午 01:14:11,931.5 GB,3.4 GB,3.4 GB,0:59:10
SSRS,2024-04-05,上午 01:00:06,上午 01:18:04,100.6 GB,3.2 GB,1.1 GB,0:17:58
NAS,2024-04-05,上午 01:15:01,上午 01:18:22,48 GB,142 MB,36.3 MB,0:03:21
NAS,2024-04-05,上午 01:18:56,上午 01:21:17,100.6 GB,2.4 GB,1.1 GB,0:02:21
SECOM,2024-04-05,上午 01:15:01,上午 01:22:29,931.5 GB,258.5 MB,255.1 MB,0:07:28
MAWF,2024-04-05,下午 11:05:16,上午 01:22:42,400 GB,260 GB,270.9 MB,2:17:25
MAWF,2024-04-05,上午 01:05:23,上午 01:23:56,400 GB,22 GB,3.3 GB,0:18:33
MediaWiki,2024-04-05,上午 01:25:03,上午 01:26:03,51.5 GB,11 MB,3.1 MB,0:01:00
MAWF,2024-04-05,上午 01:23:53,上午 01:26:12,400 GB,22 GB,3.3 GB,0:02:18
NAS,2024-04-05,上午 01:26:12,上午 01:27:30,51.5 GB,11 MB,3.1 MB,0:01:18
Jira,2024-04-05,上午 01:35:04,上午 01:35:56,300 GB,186 MB,40.9 MB,0:00:52
NAS,2024-04-05,上午 01:35:50,上午 01:37:08,300 GB,183 MB,40.9 MB,0:01:18
NAS,2024-04-05,上午 01:46:15,上午 01:49:33,68 GB,22 MB,3 MB,0:03:18
Mantis,2024-04-05,上午 01:45:05,上午 01:54:08,68 GB,22 MB,3 MB,0:09:02
IOC_RMA_PDR,2024-04-05,上午 01:55:19,上午 01:57:03,48 GB,96 MB,24.7 MB,0:01:44
NAS,2024-04-05,上午 01:57:16,上午 02:00:36,48 GB,93 MB,24.7 MB,0:03:19
SSRS,2024-04-05,上午 02:00:23,上午 02:04:28,400 GB,3.6 GB,831.9 MB,0:04:04
NAS,2024-04-05,上午 02:05:28,上午 02:07:48,400 GB,3.4 GB,831.9 MB,0:02:20
NAS,2024-04-05,上午 02:05:28,上午 02:07:49,400 GB,3.4 GB,831.9 MB,0:02:20
SECOM,2024-04-05,下午 11:15:07,上午 02:31:02 (+1),931.5 GB,507 GB,382.8 MB,3:15:54
MediaWiki,2024-04-05,上午 02:25:09,上午 02:31:09,51.5 GB,19 MB,4 MB,0:06:00
NAS,2024-04-05,上午 02:31:18,上午 02:32:39,51.5 GB,19 MB,4 MB,0:01:20
Jira,2024-04-05,上午 02:35:10,上午 02:36:29,300 GB,257 MB,56.4 MB,0:01:18
NAS,2024-04-05,上午 02:36:20,上午 02:38:43,300 GB,255 MB,56.4 MB,0:02:22
Mantis,2024-04-05,上午 02:45:13,上午 02:46:17,68 GB,35 MB,4.5 MB,0:01:04
NAS,2024-04-05,上午 02:46:23,上午 02:47:41,68 GB,35 MB,4.5 MB,0:01:18
SECOM,2024-04-05,上午 03:15:20,上午 03:21:45,931.5 GB,4.6 GB,1.1 GB,0:06:25
MediaWiki,2024-04-05,上午 03:25:22,上午 03:26:23,51.5 GB,16 MB,3.7 MB,0:01:00
NAS,2024-04-05,上午 03:26:32,上午 03:29:55,51.5 GB,16 MB,3.7 MB,0:03:22
Jira,2024-04-05,上午 03:35:02,上午 03:36:11,300 GB,236 MB,56.6 MB,0:01:08
NAS,2024-04-05,上午 03:36:12,上午 03:38:33,300 GB,230 MB,56.6 MB,0:02:20
Mantis,2024-04-05,上午 03:45:05,上午 03:45:57,68 GB,29 MB,3.6 MB,0:00:52
NAS,2024-04-05,上午 03:45:51,上午 03:47:12,68 GB,29 MB,3.6 MB,0:01:20
SECOM,2024-04-05,上午 04:15:12,上午 04:17:00,931.5 GB,453 MB,146.3 MB,0:01:48
MediaWiki,2024-04-05,上午 04:25:14,上午 04:26:13,51.5 GB,13 MB,3.2 MB,0:00:58
SECOM,2024-04-05,上午 02:30:55,上午 04:26:54,931.5 GB,1.2 GB,367.1 MB,1:55:59
NAS,2024-04-05,上午 04:26:24,上午 04:27:44,51.5 GB,13 MB,3.2 MB,0:01:20
SECOM,2024-04-05,上午 04:27:10,上午 04:28:26,931.5 GB,4.6 GB,1.1 GB,0:01:16
SECOM,2024-04-05,上午 04:28:43,上午 04:29:59,931.5 GB,445 MB,146.4 MB,0:01:16
Jira,2024-04-05,上午 04:35:15,上午 04:36:14,300 GB,225 MB,47.1 MB,0:00:58
NAS,2024-04-05,上午 04:36:25,上午 04:37:43,300 GB,219 MB,47.2 MB,0:01:18
Mantis,2024-04-05,上午 04:45:16,上午 04:46:06,68 GB,29 MB,3.5 MB,0:00:50
NAS,2024-04-05,上午 04:46:02,上午 04:47:20,68 GB,29 MB,3.5 MB,0:01:18
MAWF,2024-04-05,上午 02:05:07,上午 04:50:19,400 GB,262 GB,162.3 MB,2:45:11
MAWF,2024-04-05,上午 04:50:16,上午 04:51:35,400 GB,618 MB,154.1 MB,0:01:18
SECOM,2024-04-05,上午 02:15:16,上午 05:03:44,931.5 GB,504.2 GB,1.1 GB,2:48:27
IOC_RMA_PDR,2024-04-05,上午 02:55:15,上午 05:04:16,48 GB,460 MB,175.4 MB,2:09:00
ELSE,2024-04-05,上午 03:00:21,上午 05:05:12,128 GB,654 MB,174.2 MB,2:04:51
ELSE,2024-04-05,上午 04:00:00,上午 05:06:10,50 GB,787 MB,232.5 MB,1:06:10
MAWF,2024-04-05,上午 05:05:18,上午 05:06:33,400 GB,777 MB,295.3 MB,0:01:14
PDM2,2024-04-05,上午 05:00:07,上午 05:07:09,400 GB,349 MB,114.3 MB,0:07:02
MAWF,2024-04-05,上午 05:06:27,上午 05:07:44,400 GB,763 MB,295.2 MB,0:01:16
NAS,2024-04-05,上午 05:06:00,上午 05:08:21,128 GB,633 MB,174.2 MB,0:02:20
NAS,2024-04-05,上午 05:05:13,上午 05:08:35,48 GB,446 MB,175.4 MB,0:03:21
NAS,2024-04-05,上午 05:07:11,上午 05:10:31,400 GB,319 MB,114.4 MB,0:03:20
NAS,2024-04-05,上午 05:06:00,上午 05:12:25,50 GB,760 MB,232.5 MB,0:06:25
SECOM,2024-04-05,上午 05:15:02,上午 05:21:48,931.5 GB,618 MB,607.6 MB,0:06:46
MediaWiki,2024-04-05,上午 05:25:20,上午 05:26:23,51.5 GB,14 MB,3.3 MB,0:01:02
NAS,2024-04-05,上午 05:26:30,上午 05:27:48,51.5 GB,14 MB,3.3 MB,0:01:18
Jira,2024-04-05,上午 05:35:22,上午 05:36:12,300 GB,206 MB,42.8 MB,0:00:50
NAS,2024-04-05,上午 05:36:08,上午 05:37:27,300 GB,200 MB,42.9 MB,0:01:18
Mantis,2024-04-05,上午 05:45:00,上午 05:45:50,68 GB,31 MB,4.3 MB,0:00:50
NAS,2024-04-05,上午 05:45:46,上午 05:47:04,68 GB,31 MB,4.3 MB,0:01:18
IOC_RMA_PDR,2024-04-05,上午 05:55:22,上午 05:57:21,48 GB,107 MB,29.4 MB,0:01:59
NAS,2024-04-05,上午 05:57:43,上午 06:01:04,48 GB,107 MB,29.4 MB,0:03:20
ELSE,2024-04-05,上午 06:00:04,上午 06:01:18,64 GB,207 MB,50.4 MB,0:01:14
NAS,2024-04-05,上午 06:01:38,上午 06:03:58,64 GB,157 MB,50.4 MB,0:02:20
MAWF,2024-04-05,上午 06:05:01,上午 06:06:20,400 GB,271 MB,109.6 MB,0:01:18
MAWF,2024-04-05,上午 06:06:34,上午 06:07:50,400 GB,261 MB,109.4 MB,0:01:16
MediaWiki,2024-04-05,上午 06:25:03,上午 06:26:04,51.5 GB,49 MB,9.7 MB,0:01:00
NAS,2024-04-05,上午 06:26:13,上午 06:27:31,51.5 GB,47 MB,9.8 MB,0:01:18
SECOM,2024-04-05,上午 06:15:18,上午 06:29:11,931.5 GB,1 GB,1 GB,0:13:52
Jira,2024-04-05,上午 06:35:04,上午 06:36:01,300 GB,301 MB,63.1 MB,0:00:56
NAS,2024-04-05,上午 06:36:14,上午 06:37:34,300 GB,299 MB,63.2 MB,0:01:20
Mantis,2024-04-05,上午 06:45:05,上午 06:45:58,68 GB,68 MB,13.4 MB,0:00:52
NAS,2024-04-05,上午 06:45:52,上午 06:47:10,68 GB,67 MB,13.4 MB,0:01:18
SECOM,2024-04-05,上午 05:15:19,上午 06:51:00,931.5 GB,504.5 GB,222.7 MB,1:35:40
SECOM,2024-04-05,上午 06:50:52,上午 06:52:10,931.5 GB,670 MB,207.1 MB,0:01:18
IOC_RMA_PDR,2024-04-05,上午 06:55:13,上午 06:57:08,48 GB,181 MB,45.2 MB,0:01:54
NAS,2024-04-05,上午 06:57:11,上午 07:00:31,48 GB,178 MB,45.2 MB,0:03:20
ELSE,2024-04-05,上午 07:00:19,上午 07:02:38,32 GB,578 MB,175.1 MB,0:02:18
NAS,2024-04-05,上午 07:02:16,上午 07:04:36,32 GB,569 MB,175.1 MB,0:02:19
MAWF,2024-04-05,上午 07:05:08,上午 07:06:12,400 GB,315 MB,124.3 MB,0:01:04
MAWF,2024-04-05,上午 07:06:17,上午 07:07:36,400 GB,306 MB,124.1 MB,0:01:18
MediaWiki,2024-04-05,上午 07:25:10,上午 07:26:14,51.5 GB,238 MB,44.5 MB,0:01:04
NAS,2024-04-05,上午 07:26:19,上午 07:27:38,51.5 GB,237 MB,44.5 MB,0:01:18
Jira,2024-04-05,上午 07:35:11,上午 07:36:07,300 GB,203 MB,43 MB,0:00:56
NAS,2024-04-05,上午 07:36:20,上午 07:37:39,300 GB,200 MB,43 MB,0:01:18
Mantis,2024-04-05,上午 07:45:12,上午 07:46:02,68 GB,32 MB,3.6 MB,0:00:50
NAS,2024-04-05,上午 07:45:58,上午 07:47:16,68 GB,32 MB,3.6 MB,0:01:18
MAWF,2024-04-05,上午 02:05:05,上午 07:58:51,400 GB,260.1 GB,21.8 GB,5:53:46
IOC_RMA_PDR,2024-04-05,上午 07:55:09,上午 07:59:28,48 GB,172 MB,38.2 MB,0:04:19
ELSE,2024-04-05,上午 08:00:14,上午 08:01:30,160 GB,276 MB,140.9 MB,0:01:16
NAS,2024-04-05,上午 07:59:50,上午 08:03:10,48 GB,170 MB,38.2 MB,0:03:19
NAS,2024-04-05,上午 08:01:48,上午 08:04:09,160 GB,276 MB,140.9 MB,0:02:20
MAWF,2024-04-05,上午 08:05:20,上午 08:12:02,400 GB,602 MB,597.3 MB,0:06:41
IOC_RMA_PDR,2024-04-05,上午 08:55:05,上午 08:58:34,48 GB,2.1 GB,1.8 GB,0:03:29
NAS,2024-04-05,上午 08:59:23,上午 09:02:53,48 GB,2.1 GB,1.8 GB,0:03:30
MAWF,2024-04-05,上午 09:05:17,上午 09:09:56,400 GB,148 MB,145.8 MB,0:04:39
IOC_RMA_PDR,2024-04-05,上午 09:55:23,上午 09:57:29,48 GB,130 MB,31.4 MB,0:02:05
Configuration,2024-04-05,上午 10:00:04,上午 10:00:30,N/A,N/A,N/A,0:00:25
Configuration,2024-04-05,上午 10:00:05,上午 10:00:59,N/A,N/A,N/A,0:00:53
NAS,2024-04-05,上午 09:57:44,上午 10:01:05,48 GB,127 MB,31.4 MB,0:03:20
MAWF,2024-04-05,上午 08:05:13,上午 10:02:21,400 GB,262 GB,105.5 MB,1:57:07
MediaWiki,2024-04-05,上午 08:25:15,上午 10:02:50,51.5 GB,18 MB,3.7 MB,1:37:35
Jira,2024-04-05,上午 08:35:16,上午 10:03:37,300 GB,395 MB,111 MB,1:28:21
MAWF,2024-04-05,上午 10:02:23,上午 10:03:41,400 GB,241 MB,97.3 MB,0:01:18
NAS,2024-04-05,上午 10:02:46,上午 10:04:05,51.5 GB,18 MB,3.7 MB,0:01:18
Mantis,2024-04-05,上午 08:45:17,上午 10:04:06,68 GB,73 MB,8 MB,1:18:48
NAS,2024-04-05,上午 10:03:33,上午 10:04:51,300 GB,372 MB,111 MB,0:01:18
NAS,2024-04-05,上午 10:04:19,上午 10:05:37,68 GB,73 MB,8 MB,0:01:18
MAWF,2024-04-05,上午 10:05:05,上午 10:06:26,400 GB,379 MB,151.3 MB,0:01:20
MAWF,2024-04-05,上午 10:06:38,上午 10:07:54,400 GB,376 MB,151.1 MB,0:01:16
MediaWiki,2024-04-05,上午 10:25:07,上午 10:26:03,51.5 GB,9 MB,1.9 MB,0:00:56
NAS,2024-04-05,上午 10:26:16,上午 10:27:35,51.5 GB,9 MB,1.9 MB,0:01:18
SECOM,2024-04-05,上午 07:15:09,上午 10:27:34,931.5 GB,504.5 GB,732.1 MB,3:12:25
SECOM,2024-04-05,上午 10:27:26,上午 10:28:42,931.5 GB,1.5 GB,716.5 MB,0:01:16
Jira,2024-04-05,上午 10:35:09,上午 10:35:59,300 GB,171 MB,37 MB,0:00:50
NAS,2024-04-05,上午 10:35:55,上午 10:37:14,300 GB,170 MB,37.1 MB,0:01:18
Mantis,2024-04-05,上午 10:45:11,上午 10:45:55,68 GB,48 MB,11.7 MB,0:00:44
NAS,2024-04-05,上午 10:45:57,上午 10:47:13,68 GB,48 MB,11.7 MB,0:01:16
SECOM,2024-04-05,上午 07:15:11,上午 10:59:38,931.5 GB,504.2 GB,298.5 MB,3:44:27
IOC_RMA_PDR,2024-04-05,上午 10:55:21,上午 10:59:43,48 GB,116 MB,28.5 MB,0:04:21
NAS,2024-04-05,上午 11:00:27,上午 11:04:50,48 GB,113 MB,28.5 MB,0:04:22
MAWF,2024-04-05,上午 11:05:13,上午 11:06:26,400 GB,538 MB,224.5 MB,0:01:12
MAWF,2024-04-05,上午 11:06:23,上午 11:07:39,400 GB,528 MB,224.3 MB,0:01:16
SECOM,2024-04-05,上午 11:15:14,上午 11:16:53,931.5 GB,1.9 GB,589.3 MB,0:01:38
SECOM,2024-04-05,上午 11:16:47,上午 11:18:03,931.5 GB,1.9 GB,589.3 MB,0:01:16
MediaWiki,2024-04-05,上午 11:25:15,上午 11:26:16,51.5 GB,13 MB,2.3 MB,0:01:00
NAS,2024-04-05,上午 11:26:25,上午 11:27:43,51.5 GB,13 MB,2.3 MB,0:01:18
Jira,2024-04-05,上午 11:35:17,上午 11:36:35,300 GB,200 MB,43.4 MB,0:01:18
NAS,2024-04-05,上午 11:36:49,上午 11:38:08,300 GB,195 MB,43.4 MB,0:01:18
Mantis,2024-04-05,上午 11:45:18,上午 11:46:22,68 GB,40 MB,6.6 MB,0:01:04
NAS,2024-04-05,上午 11:46:27,上午 11:47:46,68 GB,40 MB,6.6 MB,0:01:18
MAWF,2024-04-05,下午 12:05:20,下午 12:06:31,400 GB,348 MB,124.7 MB,0:01:10
MAWF,2024-04-05,下午 12:06:30,下午 12:07:46,400 GB,326 MB,124.6 MB,0:01:16
SECOM,2024-04-05,下午 12:15:22,下午 12:17:04,931.5 GB,899 MB,354.5 MB,0:01:42
SECOM,2024-04-05,下午 12:17:17,下午 12:18:34,931.5 GB,857 MB,354.6 MB,0:01:16
MediaWiki,2024-04-05,下午 12:25:00,下午 12:26:03,51.5 GB,17 MB,2.9 MB,0:01:02
NAS,2024-04-05,下午 12:26:10,下午 12:27:28,51.5 GB,17 MB,2.9 MB,0:01:18
Jira,2024-04-05,下午 12:35:02,下午 12:36:26,300 GB,212 MB,44.9 MB,0:01:24
NAS,2024-04-05,下午 12:36:34,下午 12:37:53,300 GB,211 MB,45 MB,0:01:18
IOC_RMA_PDR,2024-04-05,上午 11:55:18,下午 12:44:54,48 GB,169 MB,38 MB,0:49:35
Mantis,2024-04-05,下午 12:45:03,下午 12:46:04,68 GB,47 MB,4.5 MB,0:01:00
NAS,2024-04-05,下午 12:46:13,下午 12:47:29,68 GB,47 MB,4.5 MB,0:01:16
NAS,2024-04-05,下午 12:45:29,下午 12:48:50,48 GB,166 MB,38 MB,0:03:20
SECOM,2024-04-05,上午 11:15:20,下午 12:51:05,931.5 GB,504.2 GB,1.5 GB,1:35:44
IOC_RMA_PDR,2024-04-05,下午 12:55:16,下午 12:57:01,48 GB,71 MB,22.1 MB,0:01:44
NAS,2024-04-05,下午 12:57:37,下午 01:00:57,48 GB,71 MB,22.1 MB,0:03:19
MAWF,2024-04-05,下午 01:05:03,下午 01:09:41,400 GB,464 MB,454.8 MB,0:04:37
IOC_RMA_PDR,2024-04-05,下午 01:55:10,下午 01:57:29,48 GB,146 MB,38.7 MB,0:02:18
NAS,2024-04-05,下午 01:57:55,下午 02:02:16,48 GB,146 MB,38.7 MB,0:04:20
MAWF,2024-04-05,下午 02:05:22,下午 02:09:47,400 GB,160.5 MB,154.8 MB,0:04:25
IOC_RMA_PDR,2024-04-05,下午 02:55:05,下午 02:57:34,48 GB,270 MB,120.5 MB,0:02:28
NAS,2024-04-05,下午 02:57:50,下午 03:01:10,48 GB,268 MB,120.5 MB,0:03:20
SECOM,2024-04-05,下午 01:15:07,下午 03:05:33,931.5 GB,504.5 GB,516.6 MB,1:50:25
MediaWiki,2024-04-05,下午 01:25:08,下午 03:06:05,51.5 GB,29 MB,4.8 MB,1:40:57
Jira,2024-04-05,下午 01:35:09,下午 03:06:50,300 GB,289 MB,66.5 MB,1:31:41
SECOM,2024-04-05,下午 03:05:44,下午 03:07:01,931.5 GB,1.7 GB,501 MB,0:01:16
Mantis,2024-04-05,下午 01:45:10,下午 03:07:27,68 GB,93 MB,22.3 MB,1:22:17
NAS,2024-04-05,下午 03:06:07,下午 03:07:28,51.5 GB,29 MB,4.8 MB,0:01:20
NAS,2024-04-05,下午 03:06:54,下午 03:08:12,300 GB,286 MB,66.5 MB,0:01:18
NAS,2024-04-05,下午 03:07:40,下午 03:08:58,68 GB,92 MB,22.3 MB,0:01:18
SECOM,2024-04-05,下午 03:15:22,下午 03:16:41,931.5 GB,609 MB,165.4 MB,0:01:18
SECOM,2024-04-05,下午 03:16:55,下午 03:18:11,931.5 GB,591 MB,165.5 MB,0:01:16
MAWF,2024-04-05,下午 03:05:16,下午 03:23:50,400 GB,174 MB,169.3 MB,0:18:33
MediaWiki,2024-04-05,下午 03:25:00,下午 03:26:01,51.5 GB,18 MB,4 MB,0:01:00
NAS,2024-04-05,下午 03:26:10,下午 03:27:28,51.5 GB,18 MB,4 MB,0:01:18
MAWF,2024-04-05,下午 01:05:06,下午 03:31:08,400 GB,262 GB,114.7 MB,2:26:01
MAWF,2024-04-05,下午 03:31:11,下午 03:32:27,400 GB,270 MB,106.5 MB,0:01:16
Jira,2024-04-05,下午 03:35:02,下午 03:35:56,300 GB,149 MB,33.5 MB,0:00:54
NAS,2024-04-05,下午 03:35:48,下午 03:37:07,300 GB,149 MB,33.5 MB,0:01:18
Mantis,2024-04-05,下午 03:45:03,下午 03:45:50,68 GB,33 MB,7.3 MB,0:00:46
NAS,2024-04-05,下午 03:45:50,下午 03:47:06,68 GB,33 MB,7.3 MB,0:01:16
IOC_RMA_PDR,2024-04-05,下午 03:55:00,下午 03:56:55,48 GB,120 MB,29.2 MB,0:01:55
NAS,2024-04-05,下午 03:57:21,下午 04:00:42,48 GB,114 MB,29.2 MB,0:03:20
MAWF,2024-04-05,下午 04:05:07,下午 04:06:13,400 GB,621 MB,231.5 MB,0:01:06
MAWF,2024-04-05,下午 04:06:16,下午 04:07:33,400 GB,611 MB,231.4 MB,0:01:16
SECOM,2024-04-05,下午 04:15:08,下午 04:16:23,931.5 GB,511 MB,130.5 MB,0:01:14
SECOM,2024-04-05,下午 04:16:18,下午 04:17:34,931.5 GB,501 MB,130.6 MB,0:01:16
MediaWiki,2024-04-05,下午 04:25:10,下午 04:25:58,51.5 GB,16 MB,4.4 MB,0:00:48
NAS,2024-04-05,下午 04:25:56,下午 04:27:15,51.5 GB,16 MB,4.4 MB,0:01:18
Jira,2024-04-05,下午 04:35:11,下午 04:36:10,300 GB,209 MB,45.4 MB,0:00:58
NAS,2024-04-05,下午 04:36:21,下午 04:37:39,300 GB,206 MB,45.4 MB,0:01:18
Mantis,2024-04-05,下午 04:45:13,下午 04:46:01,68 GB,31 MB,4 MB,0:00:48
NAS,2024-04-05,下午 04:45:59,下午 04:47:15,68 GB,31 MB,4 MB,0:01:16
SECOM,2024-04-05,下午 01:15:13,下午 05:00:46,931.5 GB,504.2 GB,1.3 GB,3:45:33
IOC_RMA_PDR,2024-04-05,下午 04:55:20,下午 05:01:15,48 GB,123 MB,30.7 MB,0:05:55
NAS,2024-04-05,下午 05:02:00,下午 05:05:21,48 GB,123 MB,30.7 MB,0:03:20
MAWF,2024-04-05,下午 05:05:16,下午 05:06:18,400 GB,327 MB,117.8 MB,0:01:02
MAWF,2024-04-05,下午 05:06:25,下午 05:07:42,400 GB,303 MB,117.6 MB,0:01:16
MediaWiki,2024-04-05,下午 05:25:18,下午 05:26:18,51.5 GB,15 MB,3.3 MB,0:01:00
NAS,2024-04-05,下午 05:26:28,下午 05:27:46,51.5 GB,15 MB,3.3 MB,0:01:18
Jira,2024-04-05,下午 05:35:19,下午 05:36:19,300 GB,214 MB,45.6 MB,0:01:00
NAS,2024-04-05,下午 05:36:28,下午 05:37:47,300 GB,214 MB,45.6 MB,0:01:18
Mantis,2024-04-05,下午 05:45:20,下午 05:46:12,68 GB,32 MB,4.6 MB,0:00:52
NAS,2024-04-05,下午 05:46:06,下午 05:47:24,68 GB,32 MB,4.6 MB,0:01:18
IOC_RMA_PDR,2024-04-05,下午 05:55:17,下午 05:57:26,48 GB,120 MB,28.4 MB,0:02:09
NAS,2024-04-05,下午 05:58:25,下午 06:01:46,48 GB,117 MB,28.4 MB,0:03:21
MAWF,2024-04-05,下午 06:05:03,下午 06:16:18,400 GB,2 GB,1.3 GB,0:11:14
MediaWiki,2024-04-05,下午 06:25:23,下午 06:26:21,51.5 GB,13 MB,3 MB,0:00:58
NAS,2024-04-05,下午 06:26:32,下午 06:27:50,51.5 GB,13 MB,3 MB,0:01:18
IOC_RMA_PDR,2024-04-05,下午 06:55:09,下午 06:57:28,48 GB,366 MB,83.2 MB,0:02:19
NAS,2024-04-05,下午 06:57:53,下午 07:01:14,48 GB,357 MB,83.2 MB,0:03:20
ELSE,2024-04-05,下午 07:00:14,下午 07:02:33,100 GB,1 GB,329.2 MB,0:02:19
NAS,2024-04-05,下午 07:02:59,下午 07:05:19,100 GB,919 MB,329.2 MB,0:02:20
MAWF,2024-04-05,下午 07:05:20,下午 07:10:22,400 GB,306.5 MB,292.8 MB,0:05:02
IOC_RMA_PDR,2024-04-05,下午 07:55:04,下午 07:57:14,48 GB,114 MB,30.4 MB,0:02:09
NAS,2024-04-05,下午 07:57:26,下午 08:00:47,48 GB,114 MB,30.4 MB,0:03:20
ELSE,2024-04-05,下午 08:00:10,下午 08:03:00,100 GB,2 GB,365.4 MB,0:02:49
NAS,2024-04-05,下午 08:03:42,下午 08:06:02,100 GB,1.5 GB,365.2 MB,0:02:20
MAWF,2024-04-05,下午 08:05:16,下午 08:09:22,400 GB,184 MB,173.3 MB,0:04:05
Jira,2024-04-05,下午 06:35:00,下午 08:31:34,300 GB,338 MB,72.4 MB,1:56:33
Mantis,2024-04-05,下午 06:45:01,下午 08:32:09,68 GB,68 MB,13.5 MB,1:47:07
MAWF,2024-04-05,下午 08:31:00,下午 08:32:19,400 GB,2.3 GB,1 GB,0:01:18
NAS,2024-04-05,下午 08:31:24,下午 08:32:46,300 GB,334 MB,72.4 MB,0:01:22
MediaWiki,2024-04-05,下午 07:25:06,下午 08:33:00,51.5 GB,132 MB,41.9 MB,1:07:54
NAS,2024-04-05,下午 08:32:10,下午 08:33:31,68 GB,68 MB,13.5 MB,0:01:20
NAS,2024-04-05,下午 08:32:57,下午 08:34:17,51.5 GB,131 MB,41.9 MB,0:01:20
Jira,2024-04-05,下午 08:35:18,下午 08:36:11,300 GB,97 MB,21.1 MB,0:00:52
SECOM,2024-04-05,下午 05:15:17,下午 08:36:48,931.5 GB,504.5 GB,188.9 MB,3:21:30
NAS,2024-04-05,下午 08:36:05,下午 08:37:26,300 GB,97 MB,21.1 MB,0:01:20
SECOM,2024-04-05,下午 08:36:52,下午 08:38:10,931.5 GB,606 MB,173.3 MB,0:01:18
Mantis,2024-04-05,下午 08:45:21,下午 08:46:06,68 GB,24 MB,3.2 MB,0:00:44
NAS,2024-04-05,下午 08:46:08,下午 08:47:27,68 GB,24 MB,3.2 MB,0:01:18
IOC_RMA_PDR,2024-04-05,下午 08:55:01,下午 08:56:46,48 GB,119 MB,28.4 MB,0:01:45
SECOM,2024-04-05,下午 05:15:19,下午 08:57:36,931.5 GB,504.2 GB,849.1 MB,3:42:17
NAS,2024-04-05,下午 08:56:58,下午 09:00:18,48 GB,115 MB,28.4 MB,0:03:19
PLM,2024-04-05,下午 09:00:07,下午 09:04:41,1.3 TB,5.9 GB,2.3 GB,0:04:34
MAWF,2024-04-05,下午 09:05:02,下午 09:06:03,400 GB,534 MB,207.1 MB,0:01:00
MAWF,2024-04-05,下午 09:06:12,下午 09:07:30,400 GB,521 MB,207 MB,0:01:18
SECOM,2024-04-05,下午 09:15:04,下午 09:16:27,931.5 GB,1.4 GB,491.2 MB,0:01:22
SECOM,2024-04-05,下午 09:16:37,下午 09:17:56,931.5 GB,1.4 GB,491.2 MB,0:01:18
MediaWiki,2024-04-05,下午 09:25:06,下午 09:26:01,51.5 GB,93 MB,33.4 MB,0:00:54
NAS,2024-04-05,下午 09:26:16,下午 09:27:37,51.5 GB,93 MB,33.4 MB,0:01:20
Jira,2024-04-05,下午 09:35:11,下午 09:36:12,300 GB,199 MB,41.9 MB,0:01:00
NAS,2024-04-05,下午 09:36:21,下午 09:37:43,300 GB,196 MB,41.9 MB,0:01:22
Mantis,2024-04-05,下午 09:45:14,下午 09:46:04,68 GB,34 MB,5.1 MB,0:00:50
NAS,2024-04-05,下午 09:46:00,下午 09:47:21,68 GB,34 MB,5.1 MB,0:01:20
MAWF,2024-04-05,下午 10:05:17,下午 10:06:22,400 GB,355 MB,119.1 MB,0:01:04
MAWF,2024-04-05,下午 10:06:27,下午 10:07:45,400 GB,344 MB,118.9 MB,0:01:18
SECOM,2024-04-05,下午 10:15:19,下午 10:16:30,931.5 GB,505 MB,140.1 MB,0:01:10
SECOM,2024-04-05,下午 10:16:29,下午 10:17:48,931.5 GB,497 MB,140.1 MB,0:01:18
MediaWiki,2024-04-05,下午 10:25:21,下午 10:26:16,51.5 GB,120 MB,47.8 MB,0:00:54
NAS,2024-04-05,下午 10:26:31,下午 10:27:52,51.5 GB,120 MB,47.8 MB,0:01:20
