Subject,Date,Start Time,End Time,Size,Read,Transferred,Duration
SECOM,2024-04-04,上午 03:16:26,上午 03:17:43,931.5 GB,580 MB,166.2 MB,0:01:16
IOC_RMA_PDR,2024-04-04,上午 01:55:05,上午 03:23:43,48 GB,217 MB,49.2 MB,1:28:38
MAWF,2024-04-04,上午 01:05:21,上午 03:23:44,400 GB,22.1 GB,22.1 GB,2:18:23
MediaWiki,2024-04-04,上午 03:25:18,上午 03:26:07,51.5 GB,12 MB,2.6 MB,0:00:48
NAS,2024-04-04,上午 03:26:05,上午 03:27:21,51.5 GB,12 MB,2.6 MB,0:01:16
SSRS,2024-04-04,上午 02:00:12,上午 03:27:24,400 GB,4.2 GB,1.2 GB,1:27:12
NAS,2024-04-04,上午 03:23:49,上午 03:28:10,48 GB,217 MB,49.2 MB,0:04:21
ELSE,2024-04-04,上午 03:00:14,上午 03:28:19,128 GB,567 MB,119.2 MB,0:28:05
NAS,2024-04-04,上午 03:27:44,上午 03:30:05,400 GB,4.2 GB,1.2 GB,0:02:21
NAS,2024-04-04,上午 03:27:44,上午 03:30:05,400 GB,4.2 GB,1.2 GB,0:02:20
NAS,2024-04-04,上午 03:28:55,上午 03:34:06,128 GB,546 MB,119.2 MB,0:05:10
Jira,2024-04-04,上午 03:35:20,上午 03:36:10,300 GB,223 MB,52.1 MB,0:00:50
NAS,2024-04-04,上午 03:36:06,上午 03:37:25,300 GB,220 MB,52.2 MB,0:01:18
SECOM,2024-04-04,上午 01:15:07,上午 03:42:39,931.5 GB,506.7 GB,528.7 MB,2:27:31
Mantis,2024-04-04,上午 03:45:21,上午 03:46:28,68 GB,31 MB,4.8 MB,0:01:06
NAS,2024-04-04,上午 03:46:31,上午 03:47:49,68 GB,31 MB,4.9 MB,0:01:18
IOC_RMA_PDR,2024-04-04,上午 03:55:07,上午 03:56:45,48 GB,78 MB,22.5 MB,0:01:38
NAS,2024-04-04,上午 03:57:04,上午 04:00:24,48 GB,78 MB,22.5 MB,0:03:19
ELSE,2024-04-04,上午 04:00:12,上午 04:01:36,50 GB,563 MB,116.1 MB,0:01:24
NAS,2024-04-04,上午 04:02:09,上午 04:04:29,50 GB,562 MB,116.1 MB,0:02:19
MAWF,2024-04-04,上午 04:05:02,上午 04:58:51,400 GB,261.9 GB,154.1 MB,0:53:49
MediaWiki,2024-04-04,上午 04:25:03,上午 04:59:23,51.5 GB,15 MB,2.8 MB,0:34:20
Jira,2024-04-04,上午 04:35:04,上午 04:59:58,300 GB,247 MB,52.7 MB,0:24:53
MAWF,2024-04-04,上午 04:58:59,上午 05:00:17,400 GB,393 MB,145.9 MB,0:01:18
NAS,2024-04-04,上午 04:59:22,上午 05:00:40,51.5 GB,15 MB,2.8 MB,0:01:18
Mantis,2024-04-04,上午 04:45:06,上午 05:00:48,68 GB,35 MB,6.5 MB,0:15:42
NAS,2024-04-04,上午 05:00:08,上午 05:01:26,300 GB,242 MB,52.8 MB,0:01:18
NAS,2024-04-04,上午 05:00:54,上午 05:02:13,68 GB,35 MB,6.5 MB,0:01:18
SECOM,2024-04-04,上午 04:15:04,上午 05:02:37,931.5 GB,829 MB,822.2 MB,0:47:33
IOC_RMA_PDR,2024-04-04,上午 04:55:03,上午 05:03:03,48 GB,143 MB,30.8 MB,0:07:59
PDM2,2024-04-04,上午 05:00:09,上午 05:03:59,400 GB,214 MB,79.8 MB,0:03:49
MAWF,2024-04-04,上午 05:05:09,上午 05:06:21,400 GB,273 MB,103.3 MB,0:01:12
NAS,2024-04-04,上午 05:04:28,上午 05:06:48,400 GB,208 MB,79.8 MB,0:02:20
NAS,2024-04-04,上午 05:03:41,上午 05:07:00,48 GB,140 MB,30.8 MB,0:03:19
MAWF,2024-04-04,上午 05:06:18,上午 05:07:35,400 GB,262 MB,103.1 MB,0:01:16
MediaWiki,2024-04-04,上午 05:25:11,上午 05:26:07,51.5 GB,11 MB,2.4 MB,0:00:56
NAS,2024-04-04,上午 05:26:20,上午 05:27:38,51.5 GB,11 MB,2.4 MB,0:01:18
SECOM,2024-04-04,上午 05:15:02,上午 05:28:49,931.5 GB,1 GB,983.2 MB,0:13:47
Jira,2024-04-04,上午 05:35:12,上午 05:36:04,300 GB,193 MB,42.6 MB,0:00:52
NAS,2024-04-04,上午 05:35:58,上午 05:37:14,300 GB,190 MB,42.6 MB,0:01:16
Mantis,2024-04-04,上午 05:45:13,上午 05:46:17,68 GB,29 MB,4 MB,0:01:04
NAS,2024-04-04,上午 05:46:22,上午 05:47:40,68 GB,29 MB,4 MB,0:01:18
IOC_RMA_PDR,2024-04-04,上午 05:55:20,上午 05:57:19,48 GB,99 MB,27.5 MB,0:01:58
NAS,2024-04-04,上午 05:58:05,上午 06:01:26,48 GB,99 MB,27.5 MB,0:03:21
ELSE,2024-04-04,上午 06:00:03,上午 06:02:02,64 GB,26 MB,2.4 MB,0:01:58
NAS,2024-04-04,上午 06:02:00,上午 06:04:20,64 GB,26 MB,2.4 MB,0:02:19
MAWF,2024-04-04,上午 06:05:15,上午 06:06:31,400 GB,264 MB,94.3 MB,0:01:16
MAWF,2024-04-04,上午 06:06:24,上午 06:07:42,400 GB,253 MB,94.2 MB,0:01:18
SECOM,2024-04-04,上午 06:15:19,上午 06:20:53,931.5 GB,339.5 MB,326.1 MB,0:05:34
MediaWiki,2024-04-04,上午 06:25:16,上午 06:26:17,51.5 GB,48 MB,10.7 MB,0:01:00
NAS,2024-04-04,上午 06:26:26,上午 06:27:46,51.5 GB,47 MB,10.7 MB,0:01:20
Jira,2024-04-04,上午 06:35:17,上午 06:36:18,300 GB,327 MB,67.6 MB,0:01:00
NAS,2024-04-04,上午 06:36:27,上午 06:37:45,300 GB,323 MB,67.6 MB,0:01:18
SECOM,2024-04-04,上午 04:15:03,上午 06:44:43,931.5 GB,507 GB,433.1 MB,2:29:40
SECOM,2024-04-04,上午 06:44:55,上午 06:46:13,931.5 GB,1.3 GB,417.4 MB,0:01:18
Mantis,2024-04-04,上午 06:45:18,上午 06:46:27,68 GB,92 MB,12 MB,0:01:08
NAS,2024-04-04,上午 06:46:28,上午 06:47:46,68 GB,91 MB,12 MB,0:01:18
IOC_RMA_PDR,2024-04-04,上午 06:55:15,上午 06:57:12,48 GB,183 MB,43.4 MB,0:01:56
NAS,2024-04-04,上午 06:57:36,上午 07:00:56,48 GB,178 MB,43.4 MB,0:03:19
ELSE,2024-04-04,上午 07:00:20,上午 07:01:45,32 GB,335 MB,47.5 MB,0:01:24
NAS,2024-04-04,上午 07:01:55,上午 07:04:15,32 GB,333 MB,47.5 MB,0:02:20
MAWF,2024-04-04,上午 07:05:21,上午 07:06:24,400 GB,292 MB,108.6 MB,0:01:02
MAWF,2024-04-04,上午 07:06:31,上午 07:07:47,400 GB,282 MB,108.4 MB,0:01:16
MAWF,2024-04-04,上午 04:05:17,上午 07:12:49,400 GB,260 GB,549.4 MB,3:07:31
SECOM,2024-04-04,上午 07:15:23,上午 07:16:47,931.5 GB,1.9 GB,781.3 MB,0:01:24
SECOM,2024-04-04,上午 07:16:55,上午 07:18:12,931.5 GB,1.8 GB,781.3 MB,0:01:16
MediaWiki,2024-04-04,上午 07:25:02,上午 07:25:56,51.5 GB,153 MB,23.9 MB,0:00:54
NAS,2024-04-04,上午 07:25:48,上午 07:27:04,51.5 GB,153 MB,23.9 MB,0:01:16
Jira,2024-04-04,上午 07:35:03,上午 07:35:53,300 GB,210 MB,46.2 MB,0:00:50
NAS,2024-04-04,上午 07:35:49,上午 07:37:06,300 GB,207 MB,46.3 MB,0:01:16
Mantis,2024-04-04,上午 07:45:04,上午 07:46:07,68 GB,34 MB,4.4 MB,0:01:02
NAS,2024-04-04,上午 07:46:14,上午 07:47:32,68 GB,34 MB,4.4 MB,0:01:18
IOC_RMA_PDR,2024-04-04,上午 07:55:07,上午 07:57:06,48 GB,165 MB,36.1 MB,0:01:59
NAS,2024-04-04,上午 07:57:04,上午 08:00:29,48 GB,165 MB,36.1 MB,0:03:24
ELSE,2024-04-04,上午 08:00:12,上午 08:01:26,160 GB,71 MB,12.1 MB,0:01:14
NAS,2024-04-04,上午 08:02:10,上午 08:04:32,160 GB,71 MB,12.2 MB,0:02:22
SECOM,2024-04-04,上午 08:15:08,上午 08:58:06,931.5 GB,1.3 GB,419.3 MB,0:42:57
MediaWiki,2024-04-04,上午 08:25:09,上午 08:58:40,51.5 GB,24 MB,2.9 MB,0:33:31
Jira,2024-04-04,上午 08:35:10,上午 08:59:33,300 GB,259 MB,57.6 MB,0:24:23
SECOM,2024-04-04,上午 08:58:18,上午 08:59:37,931.5 GB,1.2 GB,419.4 MB,0:01:18
NAS,2024-04-04,上午 08:58:41,上午 09:00:02,51.5 GB,24 MB,3 MB,0:01:20
Mantis,2024-04-04,上午 08:45:11,上午 09:00:23,68 GB,39 MB,7 MB,0:15:11
NAS,2024-04-04,上午 08:59:28,上午 09:00:46,300 GB,258 MB,57.6 MB,0:01:18
NAS,2024-04-04,上午 09:00:14,上午 09:01:33,68 GB,39 MB,7 MB,0:01:18
MAWF,2024-04-04,上午 08:05:07,上午 09:04:15,400 GB,261.9 GB,105.6 MB,0:59:07
MAWF,2024-04-04,上午 09:04:29,上午 09:05:45,400 GB,261 MB,97.4 MB,0:01:16
MAWF,2024-04-04,上午 09:05:15,上午 09:06:21,400 GB,472 MB,162.8 MB,0:01:06
MAWF,2024-04-04,上午 09:06:24,上午 09:07:41,400 GB,461 MB,162.7 MB,0:01:16
SECOM,2024-04-04,上午 09:15:17,上午 09:16:25,931.5 GB,255 MB,78.2 MB,0:01:08
SECOM,2024-04-04,上午 09:16:26,上午 09:17:42,931.5 GB,248 MB,78.3 MB,0:01:16
MediaWiki,2024-04-04,上午 09:25:18,上午 09:26:07,51.5 GB,8 MB,1.2 MB,0:00:48
NAS,2024-04-04,上午 09:26:05,上午 09:27:21,51.5 GB,8 MB,1.2 MB,0:01:16
Jira,2024-04-04,上午 09:35:20,上午 09:36:10,300 GB,183 MB,40.8 MB,0:00:50
NAS,2024-04-04,上午 09:36:06,上午 09:37:23,300 GB,181 MB,40.9 MB,0:01:16
Mantis,2024-04-04,上午 09:45:21,上午 09:46:24,68 GB,30 MB,5.5 MB,0:01:02
NAS,2024-04-04,上午 09:46:31,上午 09:47:49,68 GB,30 MB,5.5 MB,0:01:18
Configuration,2024-04-04,上午 10:00:00,上午 10:00:28,N/A,N/A,N/A,0:00:27
Configuration,2024-04-04,上午 10:00:08,上午 10:01:03,N/A,N/A,N/A,0:00:55
MAWF,2024-04-04,上午 10:05:01,上午 10:06:01,400 GB,243 MB,90.7 MB,0:01:00
MAWF,2024-04-04,上午 10:06:10,上午 10:07:29,400 GB,241 MB,90.5 MB,0:01:18
IOC_RMA_PDR,2024-04-04,上午 08:55:02,上午 10:08:45,48 GB,2.2 GB,1.5 GB,1:13:42
MAWF,2024-04-04,上午 08:05:18,上午 10:09:05,400 GB,260 GB,386.4 MB,2:03:47
SECOM,2024-04-04,上午 07:15:12,上午 10:11:32,931.5 GB,506.7 GB,328.7 MB,2:56:19
NAS,2024-04-04,上午 10:09:32,上午 10:12:52,48 GB,1.8 GB,1.5 GB,0:03:20
SECOM,2024-04-04,上午 10:15:01,上午 10:25:45,931.5 GB,1017.5 MB,1009.2 MB,0:10:43
MediaWiki,2024-04-04,上午 10:25:03,上午 10:25:56,51.5 GB,9 MB,1.3 MB,0:00:52
NAS,2024-04-04,上午 10:25:49,上午 10:27:08,51.5 GB,9 MB,1.3 MB,0:01:18
Jira,2024-04-04,上午 10:35:04,上午 10:35:53,300 GB,222 MB,49.5 MB,0:00:48
NAS,2024-04-04,上午 10:35:50,上午 10:37:09,300 GB,221 MB,49.5 MB,0:01:18
Mantis,2024-04-04,上午 10:45:05,上午 10:46:16,68 GB,49 MB,10.6 MB,0:01:10
NAS,2024-04-04,上午 10:46:14,上午 10:47:33,68 GB,48 MB,10.6 MB,0:01:18
IOC_RMA_PDR,2024-04-04,上午 10:55:17,上午 10:56:55,48 GB,107 MB,28 MB,0:01:38
NAS,2024-04-04,上午 10:58:01,上午 11:01:21,48 GB,107 MB,28 MB,0:03:19
SECOM,2024-04-04,上午 11:15:17,上午 11:37:49,931.5 GB,334 MB,326.6 MB,0:22:31
IOC_RMA_PDR,2024-04-04,上午 11:55:12,上午 11:57:11,48 GB,140 MB,32.7 MB,0:01:59
NAS,2024-04-04,上午 11:57:33,下午 12:00:54,48 GB,140 MB,32.7 MB,0:03:20
SECOM,2024-04-04,下午 12:15:09,下午 12:25:31,931.5 GB,810 MB,703.6 MB,0:10:21
SECOM,2024-04-04,上午 10:15:02,下午 12:43:41,931.5 GB,507.1 GB,490.4 MB,2:28:38
MediaWiki,2024-04-04,上午 11:25:08,下午 12:44:02,51.5 GB,14 MB,2.5 MB,1:18:53
Jira,2024-04-04,上午 11:35:09,下午 12:44:38,300 GB,257 MB,53.9 MB,1:09:28
SECOM,2024-04-04,下午 12:43:45,下午 12:45:04,931.5 GB,1.6 GB,474.7 MB,0:01:18
Mantis,2024-04-04,上午 11:45:10,下午 12:45:26,68 GB,83 MB,15.4 MB,1:00:16
NAS,2024-04-04,下午 12:44:09,下午 12:45:29,51.5 GB,14 MB,2.6 MB,0:01:20
NAS,2024-04-04,下午 12:44:32,下午 12:45:50,300 GB,254 MB,53.9 MB,0:01:18
Mantis,2024-04-04,下午 12:45:41,下午 12:46:52,68 GB,13 MB,2.1 MB,0:01:10
NAS,2024-04-04,下午 12:45:41,下午 12:47:00,68 GB,82 MB,15.4 MB,0:01:18
NAS,2024-04-04,下午 12:47:14,下午 12:48:32,68 GB,13 MB,2.1 MB,0:01:18
IOC_RMA_PDR,2024-04-04,下午 12:55:06,下午 12:57:01,48 GB,138 MB,36.2 MB,0:01:55
MAWF,2024-04-04,上午 11:05:07,下午 12:58:44,400 GB,261.9 GB,239.3 MB,1:53:37
MAWF,2024-04-04,下午 12:58:47,下午 01:00:04,400 GB,559 MB,231 MB,0:01:16
NAS,2024-04-04,下午 12:57:03,下午 01:00:24,48 GB,138 MB,36.2 MB,0:03:20
MAWF,2024-04-04,上午 11:05:05,下午 01:00:59,400 GB,260 GB,590.9 MB,1:55:53
MAWF,2024-04-04,下午 01:05:21,下午 01:06:19,400 GB,448 MB,161.8 MB,0:00:58
MAWF,2024-04-04,下午 01:06:31,下午 01:07:47,400 GB,433 MB,161.7 MB,0:01:16
SECOM,2024-04-04,下午 01:15:00,下午 01:16:20,931.5 GB,1.8 GB,657.7 MB,0:01:20
SECOM,2024-04-04,下午 01:16:32,下午 01:17:51,931.5 GB,1.6 GB,657.7 MB,0:01:18
MediaWiki,2024-04-04,下午 01:25:01,下午 01:25:50,51.5 GB,15 MB,2.1 MB,0:00:48
NAS,2024-04-04,下午 01:25:47,下午 01:27:04,51.5 GB,15 MB,2.1 MB,0:01:16
Jira,2024-04-04,下午 01:35:02,下午 01:35:59,300 GB,229 MB,50.4 MB,0:00:56
NAS,2024-04-04,下午 01:36:12,下午 01:37:30,300 GB,228 MB,50.5 MB,0:01:18
Mantis,2024-04-04,下午 01:45:04,下午 01:46:06,68 GB,51 MB,10.9 MB,0:01:02
NAS,2024-04-04,下午 01:46:13,下午 01:47:34,68 GB,50 MB,10.9 MB,0:01:20
MAWF,2024-04-04,下午 02:05:07,下午 02:06:09,400 GB,260 MB,95.1 MB,0:01:02
MAWF,2024-04-04,下午 02:06:16,下午 02:07:35,400 GB,248 MB,94.9 MB,0:01:18
SECOM,2024-04-04,下午 02:15:08,下午 02:16:23,931.5 GB,462 MB,119.9 MB,0:01:14
SECOM,2024-04-04,下午 02:16:18,下午 02:17:36,931.5 GB,454 MB,120 MB,0:01:18
MediaWiki,2024-04-04,下午 02:25:10,下午 02:25:58,51.5 GB,17 MB,3.2 MB,0:00:48
NAS,2024-04-04,下午 02:25:56,下午 02:27:15,51.5 GB,17 MB,3.2 MB,0:01:18
IOC_RMA_PDR,2024-04-04,下午 01:55:00,下午 02:29:38,48 GB,289 MB,106.4 MB,0:34:38
NAS,2024-04-04,下午 02:29:54,下午 02:34:15,48 GB,268 MB,106.4 MB,0:04:20
Jira,2024-04-04,下午 02:35:11,下午 02:36:06,300 GB,230 MB,50.6 MB,0:00:54
NAS,2024-04-04,下午 02:35:58,下午 02:37:16,300 GB,226 MB,50.6 MB,0:01:18
Mantis,2024-04-04,下午 02:45:13,下午 02:46:20,68 GB,81 MB,28.7 MB,0:01:06
NAS,2024-04-04,下午 02:46:23,下午 02:47:41,68 GB,81 MB,28.8 MB,0:01:18
IOC_RMA_PDR,2024-04-04,下午 02:55:21,下午 02:57:16,48 GB,85 MB,21.6 MB,0:01:55
NAS,2024-04-04,下午 02:58:05,下午 03:01:25,48 GB,82 MB,21.6 MB,0:03:20
MAWF,2024-04-04,下午 03:05:08,下午 03:09:36,400 GB,244.5 MB,239.3 MB,0:04:27
SECOM,2024-04-04,下午 03:15:17,下午 03:23:48,931.5 GB,543 MB,163.5 MB,0:08:30
SECOM,2024-04-04,下午 03:23:46,下午 03:25:02,931.5 GB,537 MB,163.6 MB,0:01:16
MediaWiki,2024-04-04,下午 03:25:18,下午 03:26:15,51.5 GB,166 MB,78.6 MB,0:00:56
NAS,2024-04-04,下午 03:26:28,下午 03:27:46,51.5 GB,165 MB,78.6 MB,0:01:18
Jira,2024-04-04,下午 03:35:19,下午 03:36:12,300 GB,212 MB,51.2 MB,0:00:52
NAS,2024-04-04,下午 03:36:06,下午 03:37:22,300 GB,210 MB,51.3 MB,0:01:16
Mantis,2024-04-04,下午 03:45:20,下午 03:46:33,68 GB,59 MB,19.9 MB,0:01:12
NAS,2024-04-04,下午 03:46:30,下午 03:47:48,68 GB,58 MB,19.9 MB,0:01:18
IOC_RMA_PDR,2024-04-04,下午 03:55:16,下午 03:57:00,48 GB,336 MB,156.6 MB,0:01:44
NAS,2024-04-04,下午 03:57:36,下午 04:00:56,48 GB,328 MB,156.6 MB,0:03:19
MAWF,2024-04-04,下午 03:05:16,下午 04:06:03,400 GB,261.9 GB,120.2 MB,1:00:46
MAWF,2024-04-04,下午 04:06:09,下午 04:07:12,400 GB,270 MB,102 MB,0:01:02
MAWF,2024-04-04,下午 04:06:09,下午 04:07:26,400 GB,322 MB,111.9 MB,0:01:16
MAWF,2024-04-04,下午 04:07:42,下午 04:08:58,400 GB,261 MB,101.9 MB,0:01:16
SECOM,2024-04-04,下午 04:15:10,下午 04:22:21,931.5 GB,691 MB,683.6 MB,0:07:11
MediaWiki,2024-04-04,下午 04:25:02,下午 04:25:59,51.5 GB,30 MB,5.4 MB,0:00:56
NAS,2024-04-04,下午 04:26:12,下午 04:27:30,51.5 GB,30 MB,5.4 MB,0:01:18
Jira,2024-04-04,下午 04:35:03,下午 04:36:08,300 GB,314 MB,85 MB,0:01:04
NAS,2024-04-04,下午 04:36:13,下午 04:37:31,300 GB,276 MB,85 MB,0:01:18
Mantis,2024-04-04,下午 04:45:04,下午 04:46:16,68 GB,45 MB,13.1 MB,0:01:12
NAS,2024-04-04,下午 04:46:14,下午 04:47:32,68 GB,44 MB,13.1 MB,0:01:18
IOC_RMA_PDR,2024-04-04,下午 04:55:07,下午 04:57:12,48 GB,113 MB,27.8 MB,0:02:04
NAS,2024-04-04,下午 04:57:04,下午 05:00:24,48 GB,108 MB,27.8 MB,0:03:20
SECOM,2024-04-04,下午 05:15:04,下午 05:20:41,931.5 GB,418 MB,391.6 MB,0:05:37
IOC_RMA_PDR,2024-04-04,下午 05:55:23,下午 05:57:22,48 GB,116 MB,29.2 MB,0:01:59
NAS,2024-04-04,下午 05:57:44,下午 06:02:06,48 GB,111 MB,29.2 MB,0:04:21
SECOM,2024-04-04,下午 06:15:21,下午 06:20:04,931.5 GB,239.5 MB,234.6 MB,0:04:43
MAWF,2024-04-04,下午 05:05:06,下午 06:43:50,400 GB,261.9 GB,126.1 MB,1:38:43
MediaWiki,2024-04-04,下午 05:25:07,下午 06:44:16,51.5 GB,15 MB,2.9 MB,1:19:09
Jira,2024-04-04,下午 05:35:08,下午 06:44:49,300 GB,279 MB,58 MB,1:09:40
MAWF,2024-04-04,下午 06:43:46,下午 06:45:04,400 GB,296 MB,117.9 MB,0:01:18
NAS,2024-04-04,下午 06:44:09,下午 06:45:28,51.5 GB,15 MB,2.9 MB,0:01:18
Mantis,2024-04-04,下午 05:45:09,下午 06:45:44,68 GB,74 MB,13.5 MB,1:00:34
NAS,2024-04-04,下午 06:44:56,下午 06:46:14,300 GB,277 MB,58.1 MB,0:01:18
NAS,2024-04-04,下午 06:45:42,下午 06:47:00,68 GB,72 MB,13.5 MB,0:01:18
Mantis,2024-04-04,下午 06:46:05,下午 06:47:18,68 GB,12 MB,2 MB,0:01:12
NAS,2024-04-04,下午 06:47:14,下午 06:48:33,68 GB,12 MB,2 MB,0:01:18
IOC_RMA_PDR,2024-04-04,下午 06:55:15,下午 06:57:00,48 GB,182 MB,44.1 MB,0:01:44
SECOM,2024-04-04,下午 04:15:01,下午 06:57:36,931.5 GB,507 GB,400.8 MB,2:42:34
SECOM,2024-04-04,下午 06:57:39,下午 06:58:55,931.5 GB,1.2 GB,385.1 MB,0:01:16
NAS,2024-04-04,下午 06:57:13,下午 07:00:33,48 GB,174 MB,44.1 MB,0:03:19
ELSE,2024-04-04,下午 07:00:20,下午 07:02:36,100 GB,1.7 GB,525.1 MB,0:02:15
NAS,2024-04-04,下午 07:03:28,下午 07:05:48,100 GB,1.2 GB,525.1 MB,0:02:19
SECOM,2024-04-04,下午 07:15:22,下午 07:16:46,931.5 GB,1.1 GB,360.1 MB,0:01:24
SECOM,2024-04-04,下午 07:16:54,下午 07:18:10,931.5 GB,1.1 GB,360.1 MB,0:01:16
MAWF,2024-04-04,下午 07:05:02,下午 07:19:22,400 GB,2.2 GB,1.5 GB,0:14:19
MediaWiki,2024-04-04,下午 07:25:23,下午 07:26:17,51.5 GB,13 MB,2.8 MB,0:00:54
NAS,2024-04-04,下午 07:26:09,下午 07:27:28,51.5 GB,13 MB,2.8 MB,0:01:18
Jira,2024-04-04,下午 07:35:01,下午 07:35:51,300 GB,193 MB,43.5 MB,0:00:50
NAS,2024-04-04,下午 07:35:47,下午 07:37:06,300 GB,192 MB,43.6 MB,0:01:18
Mantis,2024-04-04,下午 07:45:02,下午 07:46:12,68 GB,38 MB,5.2 MB,0:01:10
NAS,2024-04-04,下午 07:46:11,下午 07:47:29,68 GB,38 MB,5.2 MB,0:01:18
IOC_RMA_PDR,2024-04-04,下午 07:55:08,下午 07:57:07,48 GB,118 MB,30.1 MB,0:01:59
NAS,2024-04-04,下午 07:57:52,下午 08:02:13,48 GB,118 MB,30.1 MB,0:04:20
ELSE,2024-04-04,下午 08:00:13,下午 08:02:58,100 GB,2.4 GB,531.3 MB,0:02:44
MAWF,2024-04-04,下午 08:05:19,下午 08:10:31,400 GB,177.5 MB,167.3 MB,0:05:11
MAWF,2024-04-04,下午 07:05:21,下午 08:11:20,400 GB,261.9 GB,1 GB,1:05:59
MAWF,2024-04-04,下午 08:11:13,下午 08:12:32,400 GB,2.4 GB,1 GB,0:01:18
NAS,2024-04-04,下午 08:03:45,下午 08:16:13,100 GB,2 GB,531.1 MB,0:12:27
SECOM,2024-04-04,下午 08:15:05,下午 08:16:19,931.5 GB,694 MB,251 MB,0:01:14
SECOM,2024-04-04,下午 08:16:14,下午 08:17:32,931.5 GB,686 MB,251.1 MB,0:01:18
MediaWiki,2024-04-04,下午 08:25:06,下午 08:25:54,51.5 GB,11 MB,3 MB,0:00:48
NAS,2024-04-04,下午 08:25:52,下午 08:27:11,51.5 GB,11 MB,3 MB,0:01:18
Jira,2024-04-04,下午 08:35:08,下午 08:36:00,300 GB,202 MB,44.3 MB,0:00:52
NAS,2024-04-04,下午 08:35:54,下午 08:37:12,300 GB,202 MB,44.3 MB,0:01:18
Mantis,2024-04-04,下午 08:45:09,下午 08:46:13,68 GB,30 MB,5.1 MB,0:01:04
NAS,2024-04-04,下午 08:46:18,下午 08:47:37,68 GB,30 MB,5.1 MB,0:01:18
IOC_RMA_PDR,2024-04-04,下午 08:55:05,下午 08:57:10,48 GB,125 MB,29.8 MB,0:02:05
NAS,2024-04-04,下午 08:57:27,下午 09:00:48,48 GB,125 MB,29.8 MB,0:03:21
PLM,2024-04-04,下午 09:00:11,下午 09:07:21,1.3 TB,10 GB,4.2 GB,0:07:09
NAS,2024-04-04,下午 09:07:38,下午 09:10:58,1.3 TB,10 GB,4.2 GB,0:03:20
SECOM,2024-04-04,下午 09:15:13,下午 09:58:12,931.5 GB,723 MB,228.8 MB,0:42:59
MediaWiki,2024-04-04,下午 09:25:13,下午 09:58:51,51.5 GB,16 MB,3.7 MB,0:33:37
SECOM,2024-04-04,下午 09:58:23,下午 09:59:39,931.5 GB,715 MB,228.9 MB,0:01:16
Jira,2024-04-04,下午 09:35:15,下午 09:59:42,300 GB,225 MB,48.4 MB,0:24:27
NAS,2024-04-04,下午 09:58:46,下午 10:00:04,51.5 GB,16 MB,3.7 MB,0:01:18
Mantis,2024-04-04,下午 09:45:16,下午 10:00:35,68 GB,35 MB,5.5 MB,0:15:18
NAS,2024-04-04,下午 09:59:55,下午 10:01:14,300 GB,223 MB,48.4 MB,0:01:18
NAS,2024-04-04,下午 10:00:42,下午 10:02:00,68 GB,35 MB,5.5 MB,0:01:18
MAWF,2024-04-04,下午 09:05:11,下午 10:05:11,400 GB,261.9 GB,185.7 MB,1:00:00
MAWF,2024-04-04,下午 10:05:19,下午 10:06:24,400 GB,326 MB,118.5 MB,0:01:04
MAWF,2024-04-04,下午 10:05:19,下午 10:06:36,400 GB,433 MB,177.5 MB,0:01:16
MAWF,2024-04-04,下午 10:06:52,下午 10:08:08,400 GB,300 MB,118.3 MB,0:01:16
SECOM,2024-04-04,下午 10:15:21,下午 10:16:30,931.5 GB,256 MB,73.9 MB,0:01:08
SECOM,2024-04-04,下午 10:16:31,下午 10:17:47,931.5 GB,249 MB,73.9 MB,0:01:16
MediaWiki,2024-04-04,下午 10:25:00,下午 10:25:48,51.5 GB,12 MB,3.2 MB,0:00:48
NAS,2024-04-04,下午 10:25:46,下午 10:27:04,51.5 GB,12 MB,3.2 MB,0:01:18
Jira,2024-04-04,下午 10:35:01,下午 10:35:54,300 GB,170 MB,37.1 MB,0:00:52
NAS,2024-04-04,下午 10:35:48,下午 10:37:06,300 GB,168 MB,37.2 MB,0:01:18
SECOM,2024-04-04,下午 07:15:13,下午 10:44:15,931.5 GB,506.7 GB,267.2 MB,3:29:02
IOC_RMA_PDR,2024-04-04,下午 09:55:03,下午 10:44:40,48 GB,171 MB,38.6 MB,0:49:37
ReverseProxy,2024-04-04,下午 10:00:09,下午 10:45:24,40 GB,472 MB,146.1 MB,0:45:15
Mantis,2024-04-04,下午 10:45:03,下午 10:46:07,68 GB,50 MB,5.9 MB,0:01:04
NAS,2024-04-04,下午 10:46:12,下午 10:47:31,68 GB,50 MB,5.9 MB,0:01:18
NAS,2024-04-04,下午 10:45:17,下午 10:47:38,40 GB,452 MB,146.1 MB,0:02:21
NAS,2024-04-04,下午 10:45:17,下午 10:48:38,48 GB,171 MB,38.6 MB,0:03:21
IOC_RMA_PDR,2024-04-04,下午 10:55:05,下午 10:57:04,48 GB,67 MB,19.9 MB,0:01:59
MAWF,2024-04-04,下午 09:05:17,下午 11:00:35,400 GB,260 GB,188.4 MB,1:55:18
NAS,2024-04-04,下午 10:57:26,下午 11:00:48,48 GB,64 MB,19.9 MB,0:03:21
NAS,2024-04-04,下午 11:02:31,下午 11:05:52,319.5 GB,2.5 GB,803.4 MB,0:03:20
SECOM,2024-04-04,下午 11:15:04,下午 11:25:28,931.5 GB,967 MB,958.2 MB,0:10:24
